property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Apartment,405,"Bond $2,430","133/1457 North Road, Clayton",2,1,0,,,Available 22 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 133 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,275,"Bond $1,195","307/1728 Dandenong Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 307 - This is a ONE BEDROOM apartment for ONE person only** This unit with Air conditioning **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Unit,510,"Bond $2,200","1/16 Donald Street, Clayton",3,1,1,,,Available now,"City Wide Real Estate... INSPECT TODAY- call Agent- Costa 0408775007Email: costa@citywiderealestate.com.au3 Bedroom Unit. Gas appliances, ducted heating, 2 toilets, main bathroom, garage. Walk to hospital, train station. Gardening included in rental.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Apartment,490,,"204/27-29 Koonawarra Street, Clayton",2,1,1,Barry Plant  - Glen Waverley ,,Open Thu 14 Nov 4:00pm View allAvailable now,"As new apartments to lease in the chic Koonawarra Apartment Complex.You will be surely impressed with this apartment complex and its location!Fully secure with security swipe card entry to building, securityvideo intercom to each apartment and at main entrance, basement car parkingwith remote controlled gates. CCTV in basement car park, main entry foyer area, common areas and elevator.Architecturally designed these apartments offer state of the art kitchenwith stainless steel gas appliances, dishwasher and Cesar stone bench tops.Open living area with split system heating and cooling leading out to yourown private court yard or balcony. 2 Bedrooms with built in robes and somefeaturing in-built desks. 1 Bathroom and 2toilet and 2 living areas.European laundry and beautifully finished bathrooms. Further Features include, porcelain floor tiles and quality carpets to bedrooms, LED down lights and data internet connection.Within very close proximity to Monash University, Monash Medical Centre,Clayton train station and bus services, freeway access and shoppingdistricts.(4 mins walk to Monash Uni, 5 mins drive to Monash Medical Centre, 3 minswalk to bus stop at Clayton Road & 6 mins drive to Clayton train station andshopping centre)NOTE: PHOTO ID IS REQUIRED AT ALL OPEN FOR INSPECTIONSDisclaimer: This advertisement has been prepared with our best endeavours to ensure the information contained in this document is true and correct.We accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or exclusions in this document.Prospective tenants must make their own enquiries to verify the information contained in this material is true and correct. It is a requirement to inspect the property prior to applyingInspection times and property availability are subject to change or cancellation without notice."
Unit,350,"Bond $1,520","2/73 Ormond Road, Clayton",2,1,0,Ray White - Oakleigh,,Open Wed 13 Nov 3:55pm View allAvailable now,"This spacious 2 bedroom unit comprises of * Separate lounge area* Kitchen/ meals area * Central bathroom * Toilet* Laundry area* Polished floor boards throughout* Electric heater* Wall aircon unit * One single car space. Very Close proximity to Clayton Central, Schools, Bustops, Clayton Train Station, Monash University, Monash Medical Centre and Much More!Inspection as per advertised times or please contact us to view the property."
Apartment,330,"Bond $1,434","1/126 Wellington Road, Clayton",2,1,1,,,Available now,"2 Bedroom apartment - ground floor apartment with front secure court yard. Modern design, enclosed separate living room, stainless steel appliances, floorboards. Walk to Monash Uni and transport.Inspect today, keys available from our office...CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.auContact Listing Agent:Phillip KaimakamisMobile: 0408 54 99 50"
House,700,"Bond $3,042","182 Clayton Road, Clayton",5,2,1,First National Clayton - CLAYTON,,Available now,"This house has been fully renovated, freshly painted, with new kitchen, bathroom, has polished floor boards, All within walking distance to Monash University, the Monash Medical Centre, Clayton shopping centre and train station. Also conveniently located at a bus top - virtually in front. Perfect location for students. Features of this SEMI FURNISHED property include:- Split cooling system in each single bedroom- Kitchen with adjoining meals area- 5 bedrooms including 2 with built wardrobes- Covered patio and generous yard - Single garage with additional space for off street parking***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment. DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations. ***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,500,"Bond $2,173","10/3 Cobain Street, Clayton",1,1,1,,,Available now,"CITY WIDE REAL ESTATE...Call Agent - Costa on 0408775007 to inspect today! ***FURNISHED Studio apartment. Modern design with air-con. Kitchen with granite bench tops, main bathroom. Water and gas included. Car space with remote control.Furniture: Double bed frame and mattress. Study desk and study chair. Dinning table with dinning chairs. Microwave, Refrigerator cook top, range hood.Laundry facilities: Washing machine and dryer.Opposite Monash UniversityCITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
House,380,"Bond $1,651","14 Flora Road, Clayton",2,1,2,Buxton - Box Hill,,Available now,"**** IMPORTANT! REGISTER TO INSPECT PROPERTIES **** Please register your details and you will be INSTANTLY informed of any updates, changes or cancellations to inspections. If no one registers for an inspection time then that inspection does not proceed. Please note that we do not release keys. Single storey house with three bedrooms, a spacious living area and well-sized kitchen/meals area, bath, laundry, garage and carport.Walking distance to Monash Medical Centre as well as new Monash Children's Hospital and Clayton Road Shopping Strip.• 9 minutes' walk to the new, above-ground Clayton station• Quiet location, yet within the planned Clayton Activity Centre zone• Single storey house with two bedrooms and a study, a spacious living area, and well-sizedkitchen/meals area, bath and laundryThis tidy two-bedroom house comprises-	Spacious living area-       Kitchen including stove and oven-	Central main bathroom-	Two bedrooms plus study roomFurther feature including -  Wall heating- Timble floor - Locked up garage - Spacious backyard to relax or entertainingTo secure yourself an inspection, please click “Book an inspection time” on this web listing. For enquiries click “email agent”. To apply online via 1form click on the “Apply Online” icon and follow the steps"
House,650,,"34 Kanooka Grove, Clayton",5,2,2,Harcourts - Mitcham,,Open Wed 13 Nov 11:00am View allAvailable now,"The perfect site to make a stunning new lifestyle statement, this 5 bedroom home stands on a rectangular. Impressive dimensions of this spacious property. Idyllically situated a walk to St Peter's and Clayton primary schools, Monash Medical Centre, Clayton station and shops and minutes to Monash University.Featuring 5 bedrooms with built in robes- Renovated kitchen featuring gas cooking.- Two separate bathrooms freshly renovated, including two showers and two toilets - Freshly painted throughout - Freshly polished floorboard- undercover carport-  Air conditioner *It is a requirement to inspect the property prior to applying.**Registration is not required in order to attend the open for inspection. Please note that we do not offer private inspection unless otherwise stated. ***Inspection times and property availability are subject to change or cancellation without notice. Please visit Harcourts Mitcham website or call our office prior to inspection for latest update.****Whilst Harcourts Mitcham has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
